gX,gY,gZ,aX,aY,aZ
-24.780273,-42.480469,29.052734,0.922241,-0.177002,0.079834
-24.780273,-42.480469,29.052734,0.922241,-0.177002,0.079834
-24.780273,-42.480469,29.052734,0.922241,-0.177002,0.079834
-27.954102,-42.053223,28.076172,0.922974,-0.183960,0.074097
-27.954102,-42.053223,28.076172,0.922974,-0.183960,0.074097
-31.372070,-41.625977,27.038574,0.923828,-0.191895,0.070312
-31.372070,-41.625977,27.038574,0.923828,-0.191895,0.070312
-31.372070,-41.625977,27.038574,0.924072,-0.201538,0.067139
-34.545898,-41.259766,26.000977,0.924072,-0.201538,0.067139
-34.545898,-41.259766,26.000977,0.924072,-0.201538,0.067139
-37.231445,-41.076660,24.963379,0.924194,-0.211426,0.062866
-37.231445,-41.076660,24.963379,0.924194,-0.211426,0.062866
-38.940430,-40.771484,24.047852,0.925903,-0.222290,0.057007
-38.940430,-40.771484,24.047852,0.925903,-0.222290,0.057007
-38.940430,-40.771484,24.047852,0.925903,-0.222290,0.057007
-39.367676,-40.649414,23.254395,0.927124,-0.230957,0.049805
-39.367676,-40.649414,23.254395,0.927124,-0.230957,0.049805
-38.391113,-40.527344,22.705078,0.927856,-0.239380,0.041626
-38.391113,-40.527344,22.705078,0.927856,-0.239380,0.041626
-36.132812,-40.466309,22.338867,0.929077,-0.245239,0.034912
-36.132812,-40.466309,22.338867,0.929077,-0.245239,0.034912
-36.132812,-40.466309,22.338867,0.929077,-0.245239,0.034912
-33.081055,-40.405273,22.094727,0.929810,-0.248901,0.030396
-33.081055,-40.405273,22.094727,0.929810,-0.248901,0.030396
-29.724121,-40.466309,21.850586,0.930298,-0.254272,0.025757
-29.724121,-40.466309,21.850586,0.930298,-0.254272,0.025757
-29.724121,-40.466309,21.850586,0.931274,-0.257324,0.021362
-26.550293,-40.466309,21.667480,0.931274,-0.257324,0.021362
-26.550293,-40.466309,21.667480,0.931274,-0.257324,0.021362
-24.047852,-40.405273,21.423340,0.931030,-0.254517,0.013184
-24.047852,-40.405273,21.423340,0.931030,-0.254517,0.013184
-22.644043,-40.283203,21.118164,0.931519,-0.250610,0.001343
-22.644043,-40.283203,21.118164,0.931519,-0.250610,0.001343
-22.644043,-40.283203,21.118164,0.931519,-0.250610,0.001343
-22.033691,-40.161133,20.751953,0.932983,-0.250000,-0.005127
-22.033691,-40.161133,20.751953,0.932983,-0.250000,-0.005127
-21.484375,-40.039062,20.385742,0.932617,-0.249878,-0.007690
-21.484375,-40.039062,20.385742,0.932617,-0.249878,-0.007690
-20.385742,-39.916992,20.141602,0.932373,-0.252563,-0.013672
-20.385742,-39.916992,20.141602,0.932373,-0.252563,-0.013672
-20.385742,-39.916992,20.141602,0.932373,-0.252563,-0.013672
-18.310547,-39.916992,20.019531,0.932007,-0.257080,-0.023071
-18.310547,-39.916992,20.019531,0.932007,-0.257080,-0.023071
-15.502930,-39.916992,20.019531,0.932251,-0.259155,-0.031372
-15.502930,-39.916992,20.019531,0.932251,-0.259155,-0.031372
-15.502930,-39.916992,20.019531,0.931396,-0.258789,-0.037598
-12.451172,-39.855957,20.141602,0.931396,-0.258789,-0.037598
-12.451172,-39.855957,20.141602,0.931396,-0.258789,-0.037598
-9.643555,-39.794922,20.263672,0.932373,-0.259155,-0.044800
-9.643555,-39.794922,20.263672,0.932373,-0.259155,-0.044800
-7.751465,-39.672852,20.263672,0.934082,-0.260254,-0.055542
-7.751465,-39.672852,20.263672,0.934082,-0.260254,-0.055542
-7.751465,-39.672852,20.263672,0.934082,-0.260254,-0.055542
-7.263184,-39.489746,20.141602,0.933472,-0.258667,-0.068237
-7.263184,-39.489746,20.141602,0.933472,-0.258667,-0.068237
-8.544922,-39.184570,19.714355,0.933350,-0.257324,-0.083374
-8.544922,-39.184570,19.714355,0.933350,-0.257324,-0.083374
-11.047363,-38.757324,19.165039,0.934326,-0.260254,-0.101929
-11.047363,-38.757324,19.165039,0.934326,-0.260254,-0.101929
-11.047363,-38.757324,19.165039,0.934326,-0.260254,-0.101929
-14.221191,-38.269043,18.493652,0.936279,-0.264648,-0.117676
-14.221191,-38.269043,18.493652,0.936279,-0.264648,-0.117676
-17.272949,-37.719727,17.822266,0.936401,-0.266479,-0.128052
-17.272949,-37.719727,17.822266,0.936401,-0.266479,-0.128052
-17.272949,-37.719727,17.822266,0.936768,-0.268066,-0.136719
-19.775391,-37.231445,17.211914,0.936768,-0.268066,-0.136719
-19.775391,-37.231445,17.211914,0.936768,-0.268066,-0.136719
-21.911621,-36.804199,16.662598,0.934692,-0.269531,-0.144409
-21.911621,-36.804199,16.662598,0.934692,-0.269531,-0.144409
-24.353027,-36.315918,16.052246,0.933228,-0.268066,-0.146851
-24.353027,-36.315918,16.052246,0.933228,-0.268066,-0.146851
-24.353027,-36.315918,16.052246,0.933228,-0.268066,-0.146851
-26.916504,-35.888672,15.502930,0.933350,-0.265015,-0.145508
-26.916504,-35.888672,15.502930,0.933350,-0.265015,-0.145508
-29.663086,-35.583496,14.892578,0.929443,-0.262695,-0.147461
-29.663086,-35.583496,14.892578,0.929443,-0.262695,-0.147461
-32.409668,-35.278320,14.282227,0.930420,-0.265137,-0.154663
-32.409668,-35.278320,14.282227,0.930420,-0.265137,-0.154663
-32.409668,-35.278320,14.282227,0.930420,-0.265137,-0.154663
-35.095215,-34.912109,13.610840,0.932983,-0.273926,-0.168457
-35.095215,-34.912109,13.610840,0.932983,-0.273926,-0.168457
-37.475586,-34.545898,12.939453,0.933228,-0.288696,-0.190796
-37.475586,-34.545898,12.939453,0.933228,-0.288696,-0.190796
-37.475586,-34.545898,12.939453,0.937866,-0.311279,-0.222778
-39.306641,-34.057617,12.207031,0.937866,-0.311279,-0.222778
-39.306641,-34.057617,12.207031,0.937866,-0.311279,-0.222778
-40.649414,-33.325195,11.352539,0.940430,-0.334106,-0.256470
-40.649414,-33.325195,11.352539,0.940430,-0.334106,-0.256470
-41.687012,-32.592773,10.437012,0.939697,-0.348755,-0.276611
-41.687012,-32.592773,10.437012,0.939697,-0.348755,-0.276611
-41.687012,-32.592773,10.437012,0.939697,-0.348755,-0.276611
-42.663574,-31.738281,9.460449,0.940674,-0.357422,-0.282471
-42.663574,-31.738281,9.460449,0.940674,-0.357422,-0.282471
-43.701172,-30.944824,8.422852,0.941650,-0.362427,-0.282837
-43.701172,-30.944824,8.422852,0.941650,-0.362427,-0.282837
-44.860840,-30.212402,7.385254,0.938965,-0.364380,-0.282837
-44.860840,-30.212402,7.385254,0.938965,-0.364380,-0.282837
-44.860840,-30.212402,7.385254,0.938965,-0.364380,-0.282837
-46.447754,-29.541016,6.286621,0.938110,-0.362793,-0.279785
-46.447754,-29.541016,6.286621,0.938110,-0.362793,-0.279785
-48.156738,-28.930664,5.126953,0.938110,-0.359009,-0.271851
-48.156738,-28.930664,5.126953,0.938110,-0.359009,-0.271851
-48.156738,-28.930664,5.126953,0.933960,-0.358032,-0.263184
-49.499512,-28.503418,4.089355,0.933960,-0.358032,-0.263184
-49.499512,-28.503418,4.089355,0.933960,-0.358032,-0.263184
-49.621582,-28.137207,3.112793,0.931519,-0.361938,-0.259399
-49.621582,-28.137207,3.112793,0.931519,-0.361938,-0.259399
-48.278809,-27.893066,2.380371,0.929688,-0.368042,-0.260498
-48.278809,-27.893066,2.380371,0.929688,-0.368042,-0.260498
-48.278809,-27.893066,2.380371,0.929688,-0.368042,-0.260498
-45.227051,-27.709961,1.831055,0.926636,-0.375977,-0.265381
-45.227051,-27.709961,1.831055,0.926636,-0.375977,-0.265381
-40.832520,-27.587891,1.403809,0.924927,-0.383423,-0.274780
-40.832520,-27.587891,1.403809,0.924927,-0.383423,-0.274780
-35.522461,-27.465820,1.220703,0.926025,-0.388062,-0.283936
-35.522461,-27.465820,1.220703,0.926025,-0.388062,-0.283936
-35.522461,-27.465820,1.220703,0.926025,-0.388062,-0.283936
-29.357910,-27.343750,1.037598,0.927490,-0.388916,-0.290649
-29.357910,-27.343750,1.037598,0.927490,-0.388916,-0.290649
-22.460938,-27.221680,1.037598,0.926514,-0.387573,-0.296265
-22.460938,-27.221680,1.037598,0.926514,-0.387573,-0.296265
-15.075684,-27.160645,1.098633,0.925781,-0.386353,-0.302368
-15.075684,-27.160645,1.098633,0.925781,-0.386353,-0.302368
-15.075684,-27.160645,1.098633,0.925781,-0.386353,-0.302368
-7.568359,-27.099609,1.281738,0.926514,-0.384277,-0.310547
-7.568359,-27.099609,1.281738,0.926514,-0.384277,-0.310547
-0.976562,-26.916504,1.342773,0.925903,-0.379517,-0.321045
-0.976562,-26.916504,1.342773,0.925903,-0.379517,-0.321045
-0.976562,-26.916504,1.342773,0.925903,-0.379517,-0.321045
3.479004,-26.550293,1.220703,0.925781,-0.366821,-0.332031
3.479004,-26.550293,1.220703,0.925781,-0.366821,-0.332031
5.004883,-26.184082,0.793457,0.926758,-0.349854,-0.338623
5.004883,-26.184082,0.793457,0.926758,-0.349854,-0.338623
4.028320,-25.573730,0.122070,0.926514,-0.337891,-0.343628
4.028320,-25.573730,0.122070,0.926514,-0.337891,-0.343628
4.028320,-25.573730,0.122070,0.926514,-0.337891,-0.343628
1.831055,-24.963379,-0.671387,0.925903,-0.330078,-0.349487
1.831055,-24.963379,-0.671387,0.925903,-0.330078,-0.349487
-0.305176,-24.353027,-1.464844,0.926758,-0.326904,-0.354736
-0.305176,-24.353027,-1.464844,0.926758,-0.326904,-0.354736
-1.464844,-23.803711,-2.075195,0.927979,-0.328979,-0.363770
-1.464844,-23.803711,-2.075195,0.927979,-0.328979,-0.363770
-1.464844,-23.803711,-2.075195,0.927979,-0.328979,-0.363770
-1.281738,-23.254395,-2.502441,0.925659,-0.334717,-0.370239
-1.281738,-23.254395,-2.502441,0.925659,-0.334717,-0.370239
0.915527,-22.766113,-2.746582,0.922241,-0.342529,-0.365845
0.915527,-22.766113,-2.746582,0.922241,-0.342529,-0.365845
0.915527,-22.766113,-2.746582,0.922241,-0.342529,-0.36584
-56.213379,18.920898,12.939453,1.082886,-0.018677,0.469604
-54.382324,13.732910,13.732910,1.104370,-0.032593,0.475464
-54.382324,13.732910,13.732910,1.104370,-0.032593,0.475464
-47.912598,8.361816,14.953613,1.110352,-0.061523,0.478516
-47.912598,8.361816,14.953613,1.110352,-0.061523,0.478516
-35.949707,2.624512,16.662598,1.097168,-0.091675,0.481689
-35.949707,2.624512,16.662598,1.097168,-0.091675,0.481689
-35.949707,2.624512,16.662598,1.097168,-0.091675,0.481689
-19.470215,-3.356934,18.615723,1.076904,-0.116943,0.484863
-19.470215,-3.356934,18.615723,1.076904,-0.116943,0.484863
-1.037598,-9.277344,20.629883,1.053223,-0.127686,0.487183
-1.037598,-9.277344,20.629883,1.053223,-0.127686,0.487183
-1.037598,-9.277344,20.629883,1.031616,-0.119019,0.483032
16.357422,-15.136719,22.460938,1.031616,-0.119019,0.483032
16.357422,-15.136719,22.460938,1.031616,-0.119019,0.483032
30.456543,-20.629883,23.986816,1.013062,-0.093506,0.468140
30.456543,-20.629883,23.986816,1.013062,-0.093506,0.468140
40.100098,-25.390625,25.268555,0.990234,-0.061035,0.447388
40.100098,-25.390625,25.268555,0.990234,-0.061035,0.447388
40.100098,-25.390625,25.268555,0.990234,-0.061035,0.447388
45.776367,-29.724121,26.306152,0.965698,-0.030273,0.425903
45.776367,-29.724121,26.306152,0.965698,-0.030273,0.425903
48.278809,-33.508301,27.282715,0.950928,-0.001343,0.401733
48.278809,-33.508301,27.282715,0.950928,-0.001343,0.401733
47.790527,-36.743164,28.137207,0.940186,0.028076,0.378296
47.790527,-36.743164,28.137207,0.940186,0.028076,0.378296
47.790527,-36.743164,28.137207,0.940186,0.028076,0.378296
44.189453,-39.428711,28.808594,0.929565,0.053833,0.359009
44.189453,-39.428711,28.808594,0.929565,0.053833,0.359009
37.658691,-41.687012,29.235840,0.922607,0.069824,0.343872
37.658691,-41.687012,29.235840,0.922607,0.069824,0.343872
37.658691,-41.687012,29.235840,0.912231,0.075195,0.332764
28.930664,-43.701172,29.357910,0.912231,0.075195,0.332764
28.930664,-43.701172,29.357910,0.912231,0.075195,0.332764
19.714355,-45.532227,29.235840,0.895508,0.065918,0.322388
19.714355,-45.532227,29.235840,0.895508,0.065918,0.322388
12.207031,-47.241211,29.113770,0.882080,0.045044,0.308716
12.207031,-47.241211,29.113770,0.882080,0.045044,0.308716
12.207031,-47.241211,29.113770,0.882080,0.045044,0.308716
7.873535,-48.950195,29.052734,0.880859,0.018188,0.295410
7.873535,-48.950195,29.052734,0.880859,0.018188,0.295410
7.141113,-50.598145,29.235840,0.882446,-0.003662,0.282715
7.141113,-50.598145,29.235840,0.882446,-0.003662,0.282715
9.216309,-52.307129,29.663086,0.882690,-0.012085,0.271240
9.216309,-52.307129,29.663086,0.882690,-0.012085,0.271240
9.216309,-52.307129,29.663086,0.882690,-0.012085,0.271240
12.329102,-53.771973,30.212402,0.888062,-0.017456,0.265869
12.329102,-53.771973,30.212402,0.888062,-0.017456,0.265869
15.563965,-55.175781,30.761719,0.891846,-0.022339,0.267090
15.563965,-55.175781,30.761719,0.891846,-0.022339,0.267090
15.563965,-55.175781,30.761719,0.889648,-0.025513,0.269043
18.493652,-56.579590,31.250000,0.889648,-0.025513,0.269043
18.493652,-56.579590,31.250000,0.889648,-0.025513,0.269043
21.606445,-57.922363,31.677246,0.887817,-0.029663,0.273193
21.606445,-57.922363,31.677246,0.887817,-0.029663,0.273193
24.841309,-59.326172,32.043457,0.889160,-0.034668,0.275146
24.841309,-59.326172,32.043457,0.889160,-0.034668,0.275146
24.841309,-59.326172,32.043457,0.889160,-0.034668,0.275146
28.137207,-60.546875,32.409668,0.885864,-0.038330,0.269653
28.137207,-60.546875,32.409668,0.885864,-0.038330,0.269653
31.677246,-61.706543,32.775879,0.879883,-0.042114,0.261353
31.677246,-61.706543,32.775879,0.879883,-0.042114,0.261353
35.095215,-62.561035,33.081055,0.880005,-0.044189,0.247681
35.095215,-62.561035,33.081055,0.880005,-0.044189,0.247681
35.095215,-62.561035,33.081055,0.880005,-0.044189,0.247681
36.315918,-56.152344,27.099609,1.529419,0.050903,0.499512
36.315918,-56.152344,27.099609,1.529419,0.050903,0.499512
50.964355,-37.597656,3.540039,0.876221,0.420410,0.844238
50.964355,-37.597656,3.540039,0.876221,0.420410,0.844238
50.964355,-37.597656,3.540039,0.106812,0.357422,0.634766
76.843262,-49.804688,17.211914,0.106812,0.357422,0.634766
76.843262,-49.804688,17.211914,0.106812,0.357422,0.634766
50.170898,-47.973633,16.662598,0.918457,-0.059448,0.242920
50.170898,-47.973633,16.662598,0.918457,-0.059448,0.242920
37.719727,-46.752930,16.235352,1.020630,0.040405,0.219360
37.719727,-46.752930,16.235352,1.020630,0.040405,0.219360
37.719727,-46.752930,16.235352,1.020630,0.040405,0.219360
38.574219,-46.630859,16.906738,0.884155,0.164551,0.352661
38.574219,-46.630859,16.906738,0.884155,0.164551,0.352661
28.442383,-46.508789,16.723633,0.924683,0.061646,0.328979
28.442383,-46.508789,16.723633,0.924683,0.061646,0.328979
14.282227,-45.959473,15.258789,0.913696,0.018066,0.250854
14.282227,-45.959473,15.258789,0.913696,0.018066,0.250854
14.282227,-45.959473,15.258789,0.913696,0.018066,0.250854
5.249023,-45.654297,14.099121,0.911621,0.023804,0.276733
5.249023,-45.654297,14.099121,0.911621,0.023804,0.276733
0.610352,-45.593262,13.854980,0.912109,0.014282,0.306274
0.610352,-45.593262,13.854980,0.912109,0.014282,0.306274
0.610352,-45.593262,13.854980,0.905029,-0.014893,0.320190
-1.281738,-45.898438,13.610840,0.905029,-0.014893,0.320190
-1.281738,-45.898438,13.610840,0.905029,-0.014893,0.320190
-0.244141,-46.386719,13.854980,0.903931,-0.038574,0.322632
-0.244141,-46.386719,13.854980,0.903931,-0.038574,0.322632
2.624512,-47.119141,14.160156,0.902954,-0.049927,0.321655
2.624512,-47.119141,14.160156,0.902954,-0.049927,0.321655
2.624512,-47.119141,14.160156,0.902954,-0.049927,0.321655
5.920410,-47.851562,14.648438,0.901978,-0.060791,0.326904
5.920410,-47.851562,14.648438,0.901978,-0.060791,0.326904
9.887695,-48.645020,15.075684,0.901245,-0.078125,0.329834
9.887695,-48.645020,15.075684,0.901245,-0.078125,0.329834
15.441895,-49.560547,15.625000,0.899536,-0.099731,0.322388
15.441895,-49.560547,15.625000,0.899536,-0.099731,0.322388
15.441895,-49.560547,15.625000,0.899536,-0.099731,0.322388
22.644043,-50.537109,16.479492,0.900024,-0.114014,0.307129
22.644043,-50.537109,16.479492,0.900024,-0.114014,0.307129
31.250000,-51.513672,17.517090,0.902222,-0.121094,0.288940
31.250000,-51.513672,17.517090,0.902222,-0.121094,0.288940
31.250000,-51.513672,17.517090,0.902954,-0.120850,0.269409
40.344238,-52.368164,18.798828,0.902954,-0.120850,0.269409
40.344238,-52.368164,18.798828,0.902954,-0.120850,0.269409
48.950195,-53.161621,20.080566,0.905151,-0.113892,0.250244
48.950195,-53.161621,20.080566,0.905151,-0.113892,0.250244
55.908203,-53.771973,21.179199,0.907959,-0.104736,0.234131
55.908203,-53.771973,21.179199,0.907959,-0.104736,0.234131
55.908203,-53.771973,21.179199,0.907959,-0.104736,0.234131
60.607910,-54.260254,22.216797,0.909302,-0.096313,0.221436
60.607910,-54.260254,22.216797,0.909302,-0.096313,0.221436
62.561035,-54.626465,22.827148,0.909668,-0.091187,0.209839
62.561035,-54.626465,22.827148,0.909668,-0.091187,0.209839
61.767578,-54.931641,23.071289,0.909668,-0.091553,0.202881
61.767578,-54.931641,23.071289,0.909668,-0.091553,0.202881
61.767578,-54.931641,23.071289,0.909668,-0.091553,0.202881
58.776855,-55.114746,23.010254,0.907471,-0.096191,0.198364
58.776855,-55.114746,23.010254,0.907471,-0.096191,0.198364
54.870605,-55.358887,22.705078,0.904419,-0.100708,0.190918
54.870605,-55.358887,22.705078,0.904419,-0.100708,0.190918
54.870605,-55.358887,22.705078,0.905273,-0.103394,0.180176
50.781250,-55.603027,22.338867,0.905273,-0.103394,0.180176
50.781250,-55.603027,22.338867,0.905273,-0.103394,0.180176
47.058105,-55.908203,22.094727,0.907104,-0.109741,0.165039
47.058105,-55.908203,22.094727,0.907104,-0.109741,0.165039
44.006348,-56.030273,21.850586,0.907227,-0.120972,0.148193
44.006348,-56.030273,21.850586,0.907227,-0.120972,0.148193
44.006348,-56.030273,21.850586,0.907227,-0.120972,0.148193
42.114258,-56.274414,21.667480,0.906006,-0.133301,0.131348
42.114258,-56.274414,21.667480,0.906006,-0.133301,0.131348
41.015625,-56.579590,21.545410,0.905762,-0.142578,0.115234
41.015625,-56.579590,21.545410,0.905762,-0.142578,0.115234
40.405273,-56.701660,21.484375,0.907593,-0.148438,0.102661
40.405273,-56.701660,21.484375,0.907593,-0.148438,0.102661
40.405273,-56.701660,21.484375,0.907593,-0.148438,0.102661
39.978027,-56.945801,21.423340,0.904419,-0.151245,0.092041
39.978027,-56.945801,21.423340,0.904419,-0.151245,0.092041
39.428711,-57.067871,21.362305,0.908325,-0.154053,0.080200
39.428711,-57.067871,21.362305,0.908325,-0.154053,0.080200
39.428711,-57.067871,21.362305,0.908813,-0.157593,0.063110
38.452148,-57.250977,21.240234,0.908813,-0.157593,0.063110
38.452148,-57.250977,21.240234,0.908813,-0.157593,0.063110
36.804199,-57.373047,20.996094,0.906860,-0.161133,0.045166
36.804199,-57.373047,20.996094,0.906860,-0.161133,0.045166
34.545898,-57.373047,20.629883,0.909668,-0.166870,0.027832
34.545898,-57.373047,20.629883,0.909668,-0.166870,0.027832
34.545898,-57.373047,20.629883,0.909668,-0.166870,0.027832
31.799316,-57.312012,20.141602,0.908325,-0.173828,0.008789
31.799316,-57.312012,20.141602,0.908325,-0.173828,0.008789
28.503418,-57.128906,19.531250,0.909546,-0.183472,-0.010498
28.503418,-57.128906,19.531250,0.909546,-0.183472,-0.010498
24.963379,-56.945801,18.798828,0.911011,-0.194946,-0.029785
24.963379,-56.945801,18.798828,0.911011,-0.194946,-0.029785
24.963379,-56.945801,18.798828,0.911011,-0.194946,-0.029785
21.362305,-56.701660,17.944336,0.912109,-0.208130,-0.046387
21.362305,-56.701660,17.944336,0.912109,-0.208130,-0.046387
18.188477,-56.396484,17.028809,0.912109,-0.222900,-0.062744
18.188477,-56.396484,17.028809,0.912109,-0.222900,-0.062744
18.188477,-56.396484,17.028809,0.912354,-0.238647,-0.082153
15.686035,-56.152344,16.113281,0.912354,-0.238647,-0.082153
15.686035,-56.152344,16.113281,0.912354,-0.238647,-0.082153
13.671875,-55.847168,15.197754,0.911865,-0.253296,-0.102295
13.671875,-55.847168,15.197754,0.911865,-0.253296,-0.102295
12.268066,-55.480957,14.221191,0.914062,-0.263794,-0.115479
12.268066,-55.480957,14.221191,0.914062,-0.263794,-0.115479
12.268066,-55.480957,14.221191,0.914062,-0.263794,-0.115479
11.535645,-55.175781,13.305664,0.914795,-0.270752,-0.121338
11.535645,-55.175781,13.305664,0.914795,-0.270752,-0.121338
11.352539,-54.931641,12.512207,0.912476,-0.275024,-0.126099
11.352539,-54.931641,12.512207,0.912476,-0.275024,-0.126099
11.779785,-54.748535,11.779785,0.911621,-0.278931,-0.134155
11.779785,-54.748535,11.779785,0.911621,-0.278931,-0.134155
11.779785,-54.748535,11.779785,0.911621,-0.278931,-0.134155
12.634277,-54.565430,11.047363,0.911499,-0.282104,-0.145630
12.634277,-54.565430,11.047363,0.911499,-0.282104,-0.145630
13.610840,-54.382324,10.375977,0.911499,-0.280273,-0.161377
13.610840,-54.382324,10.375977,0.911499,-0.280273,-0.161377
13.610840,-54.382324,10.375977,0.914551,-0.274292,-0.181519
13.977051,-54.077148,9.704590,0.914551,-0.274292,-0.181519
13.977051,-54.077148,9.704590,0.914551,-0.274292,-0.181519
13.427734,-53.649902,8.911133,0.916260,-0.268555,-0.202515
13.427734,-53.649902,8.911133,0.916260,-0.268555,-0.202515
12.145996,-53.222656,8.056641,0.917603,-0.264526,-0.221924
12.145996,-53.222656,8.056641,0.917603,-0.264526,-0.221924
12.145996,-53.222656,8.056641,0.917603,-0.264526,-0.221924
10.864258,-52.612305,7.263184,0.919067,-0.261597,-0.240845
10.864258,-52.612305,7.263184,0.919067,-0.261597,-0.240845
10.131836,-52.001953,6.530762,0.920898,-0.262695,-0.262817
10.131836,-52.001953,6.530762,0.920898,-0.262695,-0.262817
10.375977,-51.330566,5.859375,0.923584,-0.268555,-0.287720
10.375977,-51.330566,5.859375,0.923584,-0.268555,-0.287720
10.375977,-51.330566,5.859375,0.923584,-0.268555,-0.287720
12.023926,-50.598145,5.432129,0.925049,-0.276489,-0.313843
12.023926,-50.598145,5.432129,0.925049,-0.276489,-0.313843
15.197754,-49.987793,5.249023,0.928223,-0.279541,-0.337036
15.197754,-49.987793,5.249023,0.928223,-0.279541,-0.337036
20.324707,-49.255371,5.493164,0.929810,-0.271729,-0.351440
20.324707,-49.255371,5.493164,0.929810,-0.271729,-0.351440
20.324707,-49.255371,5.493164,0.929810,-0.271729,-0.351440
26.794434,-48.034668,5.981445,0.931885,-0.252441,-0.362427
26.794434,-48.034668,5.981445,0.931885,-0.252441,-0.362427
32.592773,-47.363281,6.530762,0.936523,-0.226929,-0.379761
32.592773,-47.363281,6.530762,0.936523,-0.226929,-0.379761
32.592773,-47.363281,6.530762,0.936523,-0.226929,-0.379761
35.888672,-46.264648,7.019043,0.940552,-0.205933,-0.406738
35.888672,-46.264648,7.019043,0.940552,-0.205933,-0.406738
36.132812,-45.043945,7.202148,0.943848,-0.194458,-0.432983
36.132812,-45.043945,7.202148,0.943848,-0.194458,-0.432983
33.508301,-43.457031,7.019043,0.947998,-0.187866,-0.453369
33.508301,-43.457031,7.019043,0.947998,-0.187866,-0.453369
33.508301,-43.457031,7.019043,0.947998,-0.187866,-0.453369
28.930664,-41.748047,6.652832,0.952148,-0.183838,-0.474365
28.930664,-41.748047,6.652832,0.952148,-0.183838,-0.474365
23.376465,-39.916992,6.042480,0.954346,-0.182007,-0.488037
23.376465,-39.916992,6.042480,0.954346,-0.182007,-0.488037
17.700195,-38.085938,5.432129,0.955322,-0.179199,-0.488281
17.700195,-38.085938,5.432129,0.955322,-0.179199,-0.488281
17.700195,-38.085938,5.432129,0.955322,-0.179199,-0.488281
12.695312,-36.376953,4.943848,0.954346,-0.167236,-0.480347
12.695312,-36.376953,4.943848,0.954346,-0.167236,-0.480347
8.117676,-34.729004,4.577637,0.951172,-0.144043,-0.469238
8.117676,-34.729004,4.577637,0.951172,-0.144043,-0.469238
8.117676,-34.729004,4.577637,0.951172,-0.144043,-0.469238
3.662109,-33.203125,4.394531,0.947998,-0.124023,-0.461792
3.662109,-33.203125,4.394531,0.947998,-0.124023,-0.461792
-1.403809,-31.738281,4.150391,0.950806,-0.119629,-0.465332
-1.403809,-31.738281,4.150391,0.950806,-0.119629,-0.465332
-6.530762,-30.273438,3.845215,0.952148,-0.134766,-0.478394
-6.530762,-30.273438,3.845215,0.952148,-0.134766,-0.478394
-6.530762,-30.273438,3.845215,0.952148,-0.134766,-0.478394
-10.437012,-28.747559,3.479004,0.951172,-0.164307,-0.493286
-10.437012,-28.747559,3.479004,0.951172,-0.164307,-0.493286
-12.023926,-27.343750,3.295898,0.951538,-0.197876,-0.497681
-12.023926,-27.343750,3.295898,0.951538,-0.197876,-0.497681
-10.437012,-26.062012,3.295898,0.949707,-0.229492,-0.492310
-10.437012,-26.062012,3.295898,0.949707,-0.229492,-0.492310
-10.437012,-26.062012,3.295898,0.949707,-0.229492,-0.492310
-5.493164,-24.963379,3.662109,0.946899,-0.254395,-0.488403
-5.493164,-24.963379,3.662109,0.946899,-0.254395,-0.488403
1.403809,-23.986816,4.150391,0.946289,-0.269775,-0.491821
1.403809,-23.986816,4.150391,0.946289,-0.269775,-0.491821
1.403809,-23.986816,4.150391,0.949219,-0.283691,-0.507324
8.789062,-23.010254,4.638672,0.949219,-0.283691,-0.507324
8.789062,-23.010254,4.638672,0.949219,-0.283691,-0.50732
17.578125,17.333984,-2.807617,1.087769,-0.098511,0.373535
21.362305,13.244629,-2.563477,1.078735,-0.090698,0.360596
21.362305,13.244629,-2.563477,1.078735,-0.090698,0.360596
21.362305,13.244629,-2.563477,1.058838,-0.073853,0.347900
24.780273,9.338379,-2.258301,1.058838,-0.073853,0.347900
24.780273,9.338379,-2.258301,1.058838,-0.073853,0.347900
27.038574,5.554199,-1.892090,1.030640,-0.054321,0.338013
27.038574,5.554199,-1.892090,1.030640,-0.054321,0.338013
27.343750,2.014160,-1.525879,1.003052,-0.031494,0.331299
27.343750,2.014160,-1.525879,1.003052,-0.031494,0.331299
27.343750,2.014160,-1.525879,1.003052,-0.031494,0.331299
25.329590,-1.525879,-1.281738,0.982666,-0.009033,0.327271
25.329590,-1.525879,-1.281738,0.982666,-0.009033,0.327271
20.996094,-4.760742,-1.159668,0.966919,0.005981,0.316895
20.996094,-4.760742,-1.159668,0.966919,0.005981,0.316895
14.648438,-7.751465,-1.220703,0.956787,0.013550,0.302734
14.648438,-7.751465,-1.220703,0.956787,0.013550,0.302734
14.648438,-7.751465,-1.220703,0.956787,0.013550,0.302734
7.446289,-10.498047,-1.464844,0.957642,0.011353,0.289551
7.446289,-10.498047,-1.464844,0.957642,0.011353,0.289551
0.671387,-13.122559,-1.770020,0.963257,0.000732,0.276123
0.671387,-13.122559,-1.770020,0.963257,0.000732,0.276123
0.671387,-13.122559,-1.770020,0.970947,-0.016846,0.261230
-4.150391,-15.625000,-1.953125,0.970947,-0.016846,0.261230
-4.150391,-15.625000,-1.953125,0.970947,-0.016846,0.261230
-6.408691,-17.944336,-2.014160,0.983643,-0.037964,0.247192
-6.408691,-17.944336,-2.014160,0.983643,-0.037964,0.247192
